DATE,PMMS_30Y,CC30,PSS30
2017-03-22,4.3,1.56,274.0
2017-03-29,4.23,1.55,268.00000000000006
2017-04-05,4.14,1.58,255.99999999999997
2017-04-12,4.1,1.57,252.99999999999994
2017-04-19,4.08,1.59,249.00000000000003
2017-04-26,3.97,1.55,242.0
2017-05-03,4.03,1.54,249.00000000000003
2017-05-10,4.02,1.5,251.99999999999994
2017-05-17,4.05,1.49,255.99999999999997
2017-05-24,4.02,1.49,252.99999999999994
2017-05-31,3.95,1.51,244.00000000000003
2017-06-07,3.94,1.5,244.0
2017-06-14,3.89,1.48,241.0
2017-06-21,3.91,1.49,242.0
2017-06-28,3.9,1.47,242.99999999999997
2017-07-05,3.88,1.45,242.99999999999997
2017-07-12,3.96,1.43,253.00000000000003
2017-07-19,4.03,1.4,263.00000000000006
2017-07-26,3.96,1.38,258.0
2017-08-02,3.92,1.39,253.00000000000003
2017-08-09,3.93,1.44,249.00000000000003
2017-08-16,3.9,1.46,244.0
2017-08-23,3.89,1.47,242.0
2017-08-30,3.86,1.47,238.99999999999997
2017-09-06,3.82,1.48,234.0
2017-09-13,3.78,1.47,230.99999999999997
2017-09-20,3.78,1.41,237.0
2017-09-27,3.83,1.39,244.00000000000003
2017-10-04,3.83,1.34,249.00000000000003
2017-10-11,3.85,1.33,252.0
2017-10-18,3.91,1.32,259.0
2017-10-25,3.88,1.29,259.0
2017-11-01,3.94,1.31,263.0
2017-11-08,3.94,1.35,259.0
2017-11-15,3.9,1.39,250.99999999999997
2017-11-22,3.92,1.35,257.0
2017-12-06,3.9,1.32,258.0
2017-12-13,3.94,1.31,263.0
2017-12-20,3.93,1.28,265.00000000000006
2017-12-27,3.94,1.28,266.0
2018-01-03,3.99,1.27,272.0
2018-01-10,3.95,1.23,272.0
2018-01-17,3.99,1.21,278.0
2018-01-24,4.04,1.2,284.0
2018-01-31,4.15,1.17,298.00000000000006
2018-02-07,4.22,1.18,304.0
2018-02-14,4.32,1.25,307.0
2018-02-21,4.38,1.24,313.99999999999994
2018-02-28,4.4,1.28,312.0
2018-03-07,4.43,1.31,311.99999999999994
2018-03-14,4.46,1.36,309.99999999999994
2018-03-21,4.44,1.39,305.00000000000006
2018-03-28,4.45,1.44,301.0
2018-04-04,4.44,1.44,300.00000000000006
2018-04-11,4.4,1.41,299.0
2018-04-18,4.42,1.38,304.0
2018-04-25,4.47,1.39,308.0
2018-05-02,4.58,1.45,313.0
2018-05-09,4.55,1.47,308.0
2018-05-16,4.55,1.44,311.0
2018-05-23,4.61,1.46,315.00000000000006
2018-05-30,4.66,1.52,314.0
2018-06-06,4.56,1.52,303.99999999999994
2018-06-13,4.54,1.53,301.0
2018-06-20,4.62,1.57,305.0
2018-06-27,4.57,1.62,295.0
2018-07-04,4.55,1.63,292.0
2018-07-11,4.52,1.57,294.99999999999994
2018-07-18,4.53,1.54,299.0
2018-07-25,4.52,1.49,302.99999999999994
2018-08-01,4.54,1.46,308.0
2018-08-08,4.6,1.46,313.99999999999994
2018-08-15,4.59,1.52,307.0
2018-08-22,4.53,1.51,302.00000000000006
2018-08-29,4.51,1.5,301.0
2018-09-05,4.52,1.53,298.99999999999994
2018-09-12,4.54,1.5,304.0
2018-09-19,4.6,1.45,314.99999999999994
2018-09-26,4.65,1.43,322.00000000000006
2018-10-03,4.72,1.41,330.99999999999994
2018-10-10,4.71,1.43,328.0
2018-10-17,4.9,1.47,343.00000000000006
2018-10-24,4.85,1.51,334.0
2018-10-31,4.86,1.58,328.0
2018-11-07,4.83,1.55,328.0
2018-11-14,4.94,1.64,330.00000000000006
2018-11-21,4.81,1.75,305.99999999999994
2018-12-05,4.81,1.86,294.99999999999994
2018-12-12,4.75,1.9,285.0
2018-12-19,4.63,1.9,273.0
2018-12-26,4.62,1.98,264.0
2019-01-02,4.55,2.03,252.0
2019-01-09,4.51,1.97,254.0
2019-01-16,4.45,1.93,252.00000000000006
2019-01-23,4.45,1.85,260.0
2019-01-30,4.45,1.81,264.0
2019-02-06,4.46,1.71,275.0
2019-02-13,4.41,1.72,269.00000000000006
2019-02-20,4.37,1.72,265.00000000000006
2019-02-27,4.35,1.69,265.99999999999994
2019-03-06,4.35,1.66,268.99999999999994
2019-03-13,4.41,1.66,275.0
2019-03-20,4.31,1.63,268.0
2019-03-27,4.28,1.62,266.0
2019-04-03,4.06,1.6,245.99999999999994
2019-04-10,4.08,1.56,252.0
2019-04-17,4.12,1.49,263.0
2019-04-24,4.17,1.5,267.0
2019-05-01,4.2,1.5,270.0
2019-05-08,4.14,1.53,260.99999999999994
2019-05-15,4.1,1.58,251.99999999999994
2019-05-22,4.07,1.59,248.00000000000006
2019-05-29,4.06,1.68,238.0
2019-06-05,3.99,1.7,229.0
2019-06-12,3.82,1.68,213.99999999999997
2019-06-19,3.82,1.66,216.0
2019-06-26,3.84,1.58,225.99999999999997
2019-07-03,3.75,1.54,221.0
2019-07-17,3.75,1.52,223.0
2019-07-24,3.81,1.49,232.00000000000003
2019-07-31,3.75,1.47,228.00000000000003
2019-08-07,3.75,1.62,213.0
2019-08-14,3.6,1.65,195.00000000000003
2019-08-21,3.6,1.63,197.00000000000003
2019-08-28,3.55,1.62,192.99999999999997
2019-09-04,3.58,1.63,195.00000000000003
2019-09-11,3.49,1.59,190.0
2019-09-18,3.56,1.54,202.0
2019-09-25,3.73,1.54,219.0
2019-10-02,3.64,1.59,204.99999999999997
2019-10-09,3.65,1.61,204.0
2019-10-16,3.57,1.53,204.0
2019-10-23,3.69,1.5,219.0
2019-10-30,3.75,1.46,229.0
2019-11-06,3.78,1.45,233.0
2019-11-13,3.69,1.44,225.0
2019-11-20,3.75,1.46,229.0
2019-11-27,3.68,1.43,225.0
2019-12-11,3.68,1.39,229.0
2019-12-18,3.73,1.31,242.0
2019-12-25,3.73,1.29,244.0
2020-01-01,3.74,1.3,244.00000000000003
2020-01-08,3.72,1.32,240.00000000000003
2020-01-15,3.64,1.3,234.0
2020-01-22,3.65,1.27,238.0
2020-01-29,3.6,1.33,227.0
2020-02-05,3.51,1.34,217.0
2020-02-12,3.45,1.31,214.0
2020-02-19,3.47,1.31,216.0
2020-02-26,3.49,1.46,203.00000000000003
2020-03-04,3.45,1.66,179.00000000000003
2020-03-11,3.29,2.47,81.99999999999999
2020-03-18,3.36,3.68,-32.00000000000003
2020-03-25,3.65,4.48,-83.00000000000006
2020-04-01,3.5,3.98,-48.0
2020-04-08,3.33,3.72,-39.000000000000014
2020-04-15,3.33,3.13,20.000000000000018
2020-04-22,3.31,3.14,16.999999999999993
2020-04-29,3.33,3.06,27.0
2020-05-06,3.23,2.83,39.99999999999999
2020-05-13,3.26,2.86,39.99999999999999
2020-05-20,3.28,2.63,64.99999999999999
2020-05-27,3.24,2.48,76.00000000000003
2020-06-03,3.15,2.27,87.99999999999999
2020-06-10,3.18,2.08,110.00000000000001
2020-06-17,3.21,2.03,118.00000000000001
2020-06-24,3.13,2.06,106.99999999999999
2020-07-01,3.13,2.04,108.99999999999999
2020-07-08,3.07,1.97,109.99999999999999
2020-07-15,3.03,1.94,108.99999999999999
2020-07-22,2.98,1.83,114.99999999999999
2020-07-29,3.01,1.83,117.99999999999997
2020-08-05,2.99,1.8,119.00000000000001
2020-08-12,2.88,1.74,113.99999999999999
2020-08-19,2.96,1.78,118.0
2020-08-26,2.99,1.78,121.00000000000001
2020-09-02,2.91,1.73,118.00000000000001
2020-09-09,2.93,1.77,116.00000000000001
2020-09-16,2.86,1.74,111.99999999999999
2020-09-23,2.87,1.78,109.00000000000001
2020-09-30,2.9,1.84,105.99999999999999
2020-10-07,2.88,1.75,112.99999999999999
2020-10-14,2.87,1.71,116.00000000000001
2020-10-21,2.81,1.69,112.00000000000001
2020-10-28,2.8,1.7,109.99999999999999
2020-11-04,2.81,1.66,115.00000000000001
2020-11-11,2.78,1.52,125.99999999999997
2020-11-18,2.84,1.49,135.0
2020-11-25,2.72,1.44,128.00000000000003
2020-12-09,2.71,1.39,132.0
2020-12-16,2.71,1.36,135.0
2020-12-23,2.67,1.33,134.0
2020-12-30,2.66,1.3,136.0
2021-01-06,2.67,1.31,136.0
2021-01-13,2.65,1.26,139.0
2021-01-20,2.79,1.23,156.0
2021-01-27,2.77,1.28,149.0
2021-02-03,2.73,1.27,146.0
2021-02-10,2.73,1.22,151.0
2021-02-17,2.73,1.18,155.0
2021-02-24,2.81,1.2,161.0
2021-03-03,2.97,1.19,178.00000000000003
2021-03-10,3.02,1.28,174.0
2021-03-17,3.05,1.26,178.99999999999997
2021-03-24,3.09,1.25,184.0
2021-03-31,3.17,1.19,198.0
2021-04-07,3.18,1.17,201.00000000000003
2021-04-14,3.13,1.16,197.0
2021-04-21,3.04,1.19,185.0
2021-04-28,2.97,1.16,181.00000000000003
2021-05-05,2.98,1.16,182.0
2021-05-12,2.96,1.15,181.0
2021-05-19,2.94,1.14,180.0
2021-05-26,3.0,1.13,187.0
2021-06-02,2.95,1.13,182.00000000000003
2021-06-09,2.99,1.13,186.00000000000003
2021-06-16,2.96,1.08,188.0
2021-06-23,2.93,1.09,184.0
2021-06-30,3.02,1.07,195.0
2021-07-07,2.98,1.09,189.0
2021-07-14,2.9,1.1,179.99999999999997
2021-07-21,2.88,1.14,174.0
2021-07-28,2.78,1.12,165.99999999999997
2021-08-04,2.8,1.15,165.0
2021-08-11,2.77,1.15,162.0
2021-08-18,2.87,1.16,171.00000000000003
2021-08-25,2.86,1.15,171.0
2021-09-01,2.87,1.14,173.00000000000003
2021-09-08,2.87,1.14,173.00000000000003
2021-09-15,2.88,1.12,175.99999999999997
2021-09-22,2.86,1.11,174.99999999999997
2021-09-29,2.88,1.07,180.99999999999997
2021-10-06,3.01,1.11,189.99999999999997
2021-10-13,2.99,1.12,187.0
2021-10-20,3.05,1.1,194.99999999999997
2021-10-27,3.09,1.1,198.99999999999997
2021-11-03,3.14,1.12,202.0
2021-11-10,2.98,1.11,187.0
2021-11-24,3.1,1.17,193.00000000000003
2021-12-08,3.11,1.22,189.0
2021-12-15,3.1,1.24,186.0
2021-12-22,3.12,1.24,188.0
2021-12-29,3.05,1.2,185.0
2022-01-05,3.11,1.17,194.0
2022-01-12,3.22,1.19,203.00000000000003
2022-01-19,3.45,1.22,223.00000000000006
2022-01-26,3.56,1.26,229.99999999999997
2022-02-02,3.55,1.32,222.99999999999994
2022-02-09,3.55,1.33,221.99999999999997
2022-02-16,3.69,1.39,229.99999999999997
2022-02-23,3.92,1.5,242.0
2022-03-02,3.89,1.64,225.0
2022-03-09,3.76,1.79,196.99999999999997
2022-03-16,3.85,1.79,206.0
2022-03-23,4.16,1.63,253.00000000000003
2022-03-30,4.42,1.56,286.0
2022-04-06,4.67,1.44,323.0
2022-04-13,4.72,1.55,317.0
2022-04-20,5.0,1.56,344.0
2022-04-27,5.11,1.68,343.00000000000006
2022-05-04,5.1,1.71,338.99999999999994
2022-05-11,5.27,1.77,349.99999999999994
2022-05-18,5.3,1.86,343.99999999999994
2022-05-25,5.25,1.83,342.0
2022-06-01,5.1,1.7,339.99999999999994
2022-06-08,5.09,1.69,340.0
2022-06-15,5.23,1.8,343.00000000000006
2022-06-22,5.78,1.91,387.0
2022-06-29,5.81,1.97,384.0
2022-07-06,5.7,2.06,364.0
2022-07-13,5.3,2.0,330.0
2022-07-20,5.51,1.92,359.0
2022-07-27,5.54,1.95,359.0
2022-08-03,5.3,1.88,342.0
2022-08-10,4.99,1.83,316.0
2022-08-17,5.22,1.76,346.0
2022-08-24,5.13,1.8,333.0
2022-08-31,5.55,1.85,370.0
2022-09-07,5.66,1.88,378.0
2022-09-14,5.89,1.82,406.99999999999994
2022-09-21,6.02,1.83,418.99999999999994
2022-09-28,6.29,2.06,423.00000000000006
2022-10-05,6.7,1.99,471.0
2022-10-12,6.66,2.1,456.00000000000006
2022-10-19,6.92,2.08,484.0
2022-10-26,6.94,2.05,489.00000000000006
2022-11-02,7.08,1.99,509.0
2022-11-09,6.95,1.97,498.00000000000006
2022-11-16,7.08,1.83,525.0
2022-11-23,6.58,1.76,482.0
2022-12-07,6.49,1.74,475.0
2022-12-14,6.33,1.7,463.0
2022-12-21,6.31,1.74,456.99999999999994
2022-12-28,6.27,1.73,453.9999999999999
2023-01-04,6.42,1.73,468.99999999999994
2023-01-11,6.48,1.65,483.0
2023-01-18,6.33,1.6,473.00000000000006
2023-01-25,6.15,1.59,456.00000000000006
2023-02-01,6.13,1.56,457.0
2023-02-08,6.09,1.51,458.0
2023-02-15,6.12,1.54,458.0
2023-02-22,6.32,1.59,473.00000000000006
2023-03-01,6.5,1.59,491.0
2023-03-08,6.65,1.58,507.0
2023-03-15,6.73,1.98,475.0
2023-03-22,6.6,1.83,476.99999999999994
2023-03-29,6.42,1.83,459.0
2023-04-05,6.32,1.78,454.0
2023-04-12,6.28,1.76,452.00000000000006
2023-04-19,6.27,1.69,458.0
2023-04-26,6.39,1.73,466.0
2023-05-03,6.43,1.79,463.99999999999994
2023-05-10,6.39,1.83,455.99999999999994
2023-05-17,6.35,1.83,451.99999999999994
2023-05-24,6.39,1.78,460.99999999999994
2023-05-31,6.57,1.76,481.00000000000006
2023-06-07,6.79,1.73,506.00000000000006
2023-06-14,6.71,1.7,501.0
2023-06-21,6.69,1.67,502.00000000000006
2023-06-28,6.67,1.65,501.99999999999994
2023-07-05,6.71,1.58,513.0
2023-07-12,6.81,1.56,525.0
2023-07-19,6.96,1.57,539.0
2023-07-26,6.78,1.52,526.0
2023-08-02,6.81,1.5,531.0
2023-08-09,6.9,1.52,538.0000000000001
2023-08-16,6.96,1.53,543.0
2023-08-23,7.09,1.54,555.0
2023-08-30,7.23,1.51,572.0000000000001
2023-09-06,7.18,1.52,566.0
2023-09-13,7.12,1.53,559.0
2023-09-20,7.18,1.48,569.9999999999999
2023-09-27,7.19,1.49,570.0
2023-10-04,7.31,1.58,573.0
2023-10-11,7.49,1.57,592.0
2023-10-18,7.57,1.58,599.0
2023-10-25,7.63,1.59,604.0
2023-11-01,7.79,1.63,616.0
2023-11-08,7.76,1.58,618.0
2023-11-15,7.5,1.51,599.0
2023-11-22,7.29,1.43,586.0
2023-12-06,7.22,1.4,582.0
2023-12-13,7.03,1.35,568.0
2023-12-20,6.95,1.33,562.0
2023-12-27,6.67,1.31,536.0
2024-01-03,6.61,1.34,527.0
2024-01-10,6.62,1.28,534.0
2024-01-17,6.66,1.26,540.0
2024-01-24,6.6,1.23,536.9999999999999
2024-01-31,6.69,1.26,543.0000000000001
2024-02-07,6.63,1.24,539.0
2024-02-14,6.64,1.22,542.0
2024-02-21,6.77,1.18,559.0
2024-02-28,6.9,1.22,568.0000000000001
2024-03-06,6.94,1.25,569.0
2024-03-13,6.88,1.19,569.0
2024-03-20,6.74,1.16,558.0
2024-03-27,6.87,1.16,571.0
2024-04-03,6.79,1.14,565.0
2024-04-10,6.82,1.11,571.0
2024-04-17,6.88,1.17,571.0
2024-04-24,7.1,1.14,596.0
2024-05-01,7.17,1.14,603.0
2024-05-08,7.22,1.11,611.0
2024-05-15,7.09,1.12,597.0
2024-05-22,7.02,1.11,590.9999999999999
2024-05-29,6.94,1.09,585.0
2024-06-05,7.03,1.13,590.0
2024-06-12,6.99,1.12,587.0
2024-06-19,6.95,1.18,577.0
2024-06-26,6.87,1.18,569.0
2024-07-03,6.95,1.15,580.0000000000001
2024-07-17,6.89,1.15,574.0
2024-07-24,6.77,1.18,559.0
2024-07-31,6.78,1.2,558.0
2024-08-07,6.73,1.31,542.0
2024-08-14,6.47,1.26,521.0
2024-08-21,6.49,1.22,527.0
2024-08-28,6.46,1.19,527.0
2024-09-04,6.35,1.23,511.99999999999994
2024-09-11,6.35,1.25,509.99999999999994
2024-09-18,6.2,1.19,501.0
2024-09-25,6.09,1.15,493.99999999999994
2024-10-02,6.08,1.15,493.0
2024-10-09,6.12,1.08,504.0
2024-10-16,6.32,1.05,527.0
2024-10-23,6.44,1.08,536.0
2024-10-30,6.54,1.06,548.0
2024-11-06,6.72,1.01,571.0
2024-11-13,6.79,0.99,580.0
2024-11-20,6.78,1.01,577.0
2024-11-27,6.81,1.02,578.9999999999999
2024-12-11,6.69,0.98,571.0000000000001
2024-12-18,6.6,0.98,561.9999999999999
2024-12-25,6.72,1.01,571.0
2025-01-01,6.85,1.02,583.0
2025-01-08,6.91,1.03,588.0
2025-01-15,6.93,1.03,590.0
2025-01-22,7.04,1.01,603.0
2025-01-29,6.96,1.01,595.0
2025-02-05,6.95,1.03,592.0
2025-02-12,6.89,1.01,588.0
2025-02-19,6.87,0.99,588.0
2025-02-26,6.85,1.04,581.0
2025-03-05,6.76,1.08,568.0
2025-03-12,6.63,1.17,546.0
2025-03-19,6.65,1.13,552.0
2025-03-26,6.67,1.13,554.0
2025-04-02,6.65,1.19,546.0000000000001
2025-04-09,6.64,1.49,515.0
2025-04-16,6.62,1.41,521.0
2025-04-23,6.83,1.35,548.0
2025-04-30,6.81,1.37,544.0
2025-05-07,6.76,1.32,544.0
2025-05-14,6.76,1.18,558.0
2025-05-21,6.81,1.15,566.0
2025-05-28,6.86,1.14,572.0000000000001
2025-06-04,6.89,1.12,577.0
2025-06-11,6.85,1.09,576.0
2025-06-18,6.81,1.1,570.9999999999999
2025-07-02,6.77,1.03,573.9999999999999
2025-07-09,6.67,1.04,563.0
2025-07-16,6.72,1.02,569.9999999999999
2025-07-23,6.75,1.0,575.0
2025-07-30,6.74,0.99,575.0
2025-08-06,6.72,1.02,569.9999999999999
2025-08-13,6.63,0.98,565.0
2025-08-20,6.58,0.98,560.0
2025-08-27,6.58,0.99,559.0
2025-09-03,6.56,1.02,553.9999999999999
2025-09-10,6.5,1.0,550.0
2025-09-17,6.35,0.96,539.0
2025-09-24,6.26,0.95,531.0
2025-10-01,6.3,0.97,533.0
2025-10-08,6.34,0.95,539.0
2025-10-15,6.3,0.99,531.0
2025-10-22,6.27,1.02,525.0
2025-10-29,6.19,0.96,523.0
2025-11-05,6.17,1.02,515.0
2025-11-12,6.22,1.05,517.0
2025-11-19,6.24,1.07,517.0
2025-11-26,6.23,1.05,518.0000000000001
2025-12-10,6.19,1.0,519.0
2025-12-17,6.22,1.03,519.0
2025-12-24,6.18,1.0,518.0
2025-12-31,6.15,1.01,514.0
2026-01-14,6.16,0.98,518.0
2026-01-21,6.06,0.95,510.99999999999994
2026-01-28,6.09,0.94,515.0
